Name,Address,Phone,Website,Category,Price Level,Rating,Description,Image URLs
Sakura Bana,"7425 Dodge Street, Omaha",(402) 391-5047,https://sushiomaha.com/,"restaurant, food, point_of_interest, establishment",2,4.5,"Local haunt since 1986 serving sushi & classic Japanese dishes in a serene, blond-wood space.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ0IiZVHOsS6oXukzNMIty0yLKnoEWbetgN6FSNNUDDs59Tr6oxB8JzzF4IjmrTDvbthsQOvZ5hHbAMJzvw_sE8QW09gfEMGIyW8y2TedjidaRq9i5ApBLc-vjzslw56Y7nDW28nNDQaAjABlGVCPQjQYTAJsBGcGqfoMqU34ZZOFxLJfORwk3Apc3YOHXTeWpgCne5P6XdbpNxKU0IczlbZ-ANenf7iz80R3JIUp6xptoC2crGge7e4V3YTH5o-f5zBexylRUqTim0jEc7oX9akE94rkp7RvCQpJ--0CqF5q1biWzOfXMHDzTadPv6ufmOSZu9cr31MfF51RUqW07K7ExlikaYKyZ6pLOA2SHWp5HYJowxHDOnD1xOqEz3AqKERQ0rjjAqWZd8_NnPBMBOfQHfNGm9N7XdvrRfgYVKFmFxYXTEMfVVNxAM_KPbb4ZUVpDMOvjI07tDJldiTQuAirCYNDaohIKMbN_9NafirUlCNOsiQc_MzeO91_GefyMMn2Aa9nCgKIkDX3NJ5qaV5jvW_BRLxJNs0ChK3HT4tv3OXVXMRekqW-uOP4Uydjz3jRY7LNEwZfio-n2CfYBAh1QOWyLTBVcfuaBMFp2dB78XyFvnbxqjZyZXhynU8sCdVMjp6&key=GOOGLE_API_KEY
Upstream Brewing Company,"514 South 11th Street, Omaha",(402) 344-0200,http://www.upstreambrewing.com/,"restaurant, bar, food, point_of_interest, establishment",2,4.4,Beers brewed on-site plus American pub grub in an Old Market space with pool tables & shaded patio.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ24IGFNhpSu9Dfm_pCdnav-z5IjvRUDxBWJLaFzm_cckkUBXk8iKNv11TtU7r1JXDFFetpJwqB_z29qns5XsTw0OSELFJLd56MB48ajUeExhMeoVdewlgiWBPgvy1Ojk2ADTkvKJt7UD3dWqAWzYGiPbjn2UBL1P75RwDea26Dc6fk1GFW35zJdulKO2JUOM5-wILQwRkMqmT8_MUvyvbQuz-fjS9BpQQvb4XbigMCWvNdwDMsTZWI3rTfQwo1lOWox1zU9yFbPMuLEpjw0lE_O0WVYuWpbM-mXz4Xnl3TdD-HtQKx7YzuTKV_xyW_89i2L-PPKl9Vcxz1P5l4vVfqOaT-VbzVAK25q-0Uo0RwQWIgOV4smnFK7t1RdyScJkaA5yVHMah3LFTmUjHa2WqXibnNWstXCcvHam8qc2FsgQ_HwXL6tvmBdWPtxp2i66g7ehERrRnmYajRVJAGBuHRlnZRUryP0H2rvKonZMJ_ComPzcAgoTnP64R1IgT19rJRocLn2_kLX03Hz9rfewx4DxuHNd3aWWSULliCQ4lWS6mIe1qGi9dbCSb2MPagtl-y3fhl98rDCb02Mf5aQ5sYNGtdDn1l6TJaBQ9Gzxs8XTDDSXXme3fX4z1ec3850AlA696l4&key=GOOGLE_API_KEY
Blue Sushi Sake Grill,"416 South 12th Street, Omaha",(402) 260-8444,http://www.bluesushisakegrill.com/,"night_club, bar, restaurant, food, point_of_interest, establishment",2,4.5,"Modern, clubby restaurant featuring sushi & Japanese tapas, plus fancy mixed drinks.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ1gDM2T_TL4eGkzAU8QcJKiAaVGliyiSizWIBtkWeDXx-GQoX_wNycKycMdrPrv3fOial31lzrgxF74vim5ApWQn2MuIQ8rIR7ohyWGqflyQ8M07jY6e4prCg1IfU-o9fqQ2XMGotOS51lMEpt8bj-1pI3hacjve24KMiTmCd-sdbaybwGxBnVvMz0KHtIDemUKPxgksrOpOce4BFbugheUXOo6sXZ7IEQ9eQ0mGwWNKmAH_-Kh1mzbPxXfZQhFNVDfRe4156U3fsY434c2QkBfbIXQafXZBhBla15DKxo6O3Bk9oPKf6pbWCRorotprIhh_lRLN-w&key=GOOGLE_API_KEY
801 Chophouse at the Paxton,"1403 Farnam Street, Omaha",(402) 341-1222,https://801chophouse.com/omaha/,"bar, restaurant, food, point_of_interest, establishment",4,4.7,"Prime cuts of beef, seafood & a large wine selection offered in an elegant, clubby setting.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ3OAy8ntAPR2nAblhczBSh9SVXFXlzvHVrkdwKXYfU-eaYABzytjcUQmlTw_gpDHCV7_PbpyR5THuU4m8W0mHovTYVpg5UMOOQn1Xm84YHMW6vdnApswgxrB0FltEC3hw1fhSKtgbxUrakiqOaitjoKerUL067Nwhn1hUPLdtDFp2kw_y4ZCgIwVffYzg40fXDqmfbpFF1PmzNa0UIFNAF_wjiXtRBysDKP0WYB2dDlfYvLHIEJi9wJWlJKOhBRHrBzkliNshAYV0QC8gna7aNV7biaYepawPuDXxX2pGmIwEgyCocnf4t7W78AgpDppOl5o5EulL4&key=GOOGLE_API_KEY
Slowdown,"729 North 14th Street, Omaha",(402) 345-7569,http://www.theslowdown.com/,"bar, point_of_interest, establishment",N/A,4.5,Club & alehouse offering live music with an emphasis on all-ages indie rock gigs.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ2j5ocAGQnGGuhcNT8biktYJAmwJFxXdBn-rb7kjsf0D_SI-RcwtGgJ241_iXwWuDzbDP7XgjMJ5_8O2cLUQtLD7TJwAuK2yKa3Wp2VZISDzepJAUJ1fsm_2PAB5Fsh7i8c2VQAuCEWzZ5sry7DLK5man8IJPrMXEcoRliSvmmO_EdX460yVTJcaPUCwNWbPNXhnAMRpQQNoyStZ8co9iAVdWgVFp3MxpxRy0opqtha5sninjnHNP1mXZvVv2RXsBYmo808m7b_ag4v681yQadOsDvnBQujmEda16_iGbI7OXQWL-DKx5ynskLl7ShT0ixqe3kJp1isiG7zmxgwQf_iPRm6aXU3qMC_bNKdXskZNEf5U8cgJVSKF4-SE3e8YUb2um-YiH57pyY6EHBBfLqyhLb2yzz1MDa_MyR0wrplJFvrK1ZlOA9-osWE4UB4nEqCLD-nVvsocbJg3xjLndfs7QeW-J6ZkysZ1d0WRWrk3NkLdeWdnGdPbhGgpyt7QQkthtyUUKBam35sxRvls5rTbv36_Gc7H9oRjCPv9lAMxzQuRvyLUhdk7Oe2CGLx3nC5dlFBW01pUgWF1mTTQSyy5uEBNS3N3nAJSqpCdzi3oCaKwU6OQnpXO5n2GY2YEpCPv7S9&key=GOOGLE_API_KEY
Pitch Pizzeria,"5021 Underwood Avenue, Omaha",(402) 590-2625,https://pitchpizzeria.com/,"bar, restaurant, food, point_of_interest, establishment",2,4.5,"Sleek, modern eatery featuring Italian specialties fired in a coal oven, plus a weekday happy hour.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ3bRGvh22a746oyfE4XLQ180cG5eOcE90gqrNYCXhsHIDr9mHUSMubZdvLfo_8YoUWKiDvGUmJ9iWeVNvKslicd5OfmiWArpZuZ3yOMwXYWnFJrqorzFrO-xifDtOdBpFEX4A2Ot-lz5vu89NapAlXdqIB-cwHKwhe9JGp6e2soqrAiQU_TPpZh9BjC68qXiVoluUHAh6BI4DGcQ2eBv-f9BM7e85HoszWGznvc4GK6cIBzW8iQzuvTc2stA6H6A0__iRIHBIq-W1eQmaB4LwOPgBdTAWF5iEQtmtvNWgWq6MU517gj-22b0c9FdYfM_mCUDU_iKts&key=GOOGLE_API_KEY
Crescent Moon,"3578 Farnam Street, Omaha",(402) 345-1708,http://beercornerusa.com/crescentmoon/,"bar, restaurant, food, point_of_interest, establishment",1,4.5,Well-known corner tavern pouring dozens of top beers from around the world alongside pub fare.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ1XCIYDVIQcCtg3G-6BymaSMyNGAF5hBddEMICGF9hiGl8fRn-zbmT6Xz7PBk_9SsW1v10tMGRYMcLngzfpRnnTYcTBLE5n1ApDypMHqNRwXO9ziYeNuADNiwOda2bZioIk19Pd422ffbeeG9XEdMyu8JuWYkXmmeVyQV2E5IuRSiWTSMq2cn6KhRBOJw3neac4kECcHUq4NIo7w-zyBW6B5HbNYxsRkGQsEvv6-Tmjd5ypaYUD4Qho8rE9ny1W1Bv3a7te_GT0ywTgifKtSDriV6XL3Uj2lYh6NCmusQRjJdGmOS0nYM1uCzSrWz1svMHL86-y55z5UZXeDZF88eGEqkjR6NT2SKI0xWguaUZyNWJkEaBEHh0kiFoXndHJUrhdqfb_VxPjtWo__gsMyX3HTimOO5tX_rG5rr1VQrepFRYP6d9LLrv51S6F139OeK7t6IJDiCwnhgWpMeBjYwtRW0qC1lHug5D3e_sLzbJ_DA5wAlVeoNN_tKOEXJCxy3SWaMk6QO8cBE2dhOwL1URrLIOICm0p2P9JIjORtWhff0J97RQYNRkFeAW86LG2tWTh_yoSvRxSVFJ6vgJlL7SMYfCmIfFhjexTq6VG80T_sIdAlDnBJE9ArgsonnOV&key=GOOGLE_API_KEY
The Old Mattress Factory Bar & Grill,"501 North 13th Street, Omaha",(402) 346-9116,http://www.themattomaha.com/,"bar, restaurant, food, point_of_interest, establishment",2,4.4,Happening sports bar supplying American pub chow in an 1883 venue with live music & special events.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ3pxUFhlVHW0OM_ZMzOVNgy1ukr-9tmqIY1YMN2Iuch0xmRAaUkNs26wpe-xuCboGUfFmB0PnvnwoO_Ad30HyFbtDVAKJerKhQH9078xEDGNoFv5qkpTn99qOazCYV8aFrf-4CYmrvofFE1bstkqLv4dN1CMaQudjRNoLyECiC0QO6Ad7fCkLbKKC0gv5__QbaYk7O9HMyvS1guYNL4PVRaEW1dHc7eALjgbqTF5yDGwt0x-IAxDsZ5U_Q_5Qmz1byH_XBfpSdsm1WRoQzK6eN52FMB-LHKCbYMHCjRUYZ-rs2S_cIzakeIWQTQwfAJy_6-JNXC1w0&key=GOOGLE_API_KEY
DJ's Dugout Sports Bar - Downtown,"1003 Capitol Avenue, Omaha",(402) 763-9974,http://www.djsdugout.com/,"restaurant, bar, food, point_of_interest, establishment",2,3.9,Local sports-bar chain serving pub grub & American food in a contemporary space with multiple TVs.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ2QfC1PxFmB3dPbpUkFAtU_YK710sMwhaGQRDDPfYPPkss53hclJt8NoWBwJDLG1Gft6Qx-oiTINU8CvTlYMxaus7MIqATNnfvQyF2D0aSYfXeU5cnIs6_MvrSuACWxj_6kJaCDwp95EUYlzA3Mm5W6DQvccKUWRrNWTO23h4wlZ4EtK-KV-OrtaHKuk2naqeMPligXycVZPj5rB6QqAeet1QFFJmIa_pNhpFLwpao_J3jblRd94ey28Q6ZOKuWWvGzENOek94WVZSW8zIciTSUnY9knEeVjO4KmKqHsOtu1cyg6iyd9YO229rDoJcF4HbUlEfdAs2LZJCeOUQ1jUtPfZbYxeuHdE1L1-Q6Y4jc1Koy4rvA2L06rGQmA0Vc4VcyRjsAvE3g_sD0kcGme3NrQwt_PHQpl0o4E_DdhlBjkRR2IsM0SVaw4k6RHhoR45jOJ6XbnJ8S495uyFs6frF8Y9ihk2ncYPGrzDRnJEGoRYIV_ZYqwNG-XuSw8inMrBaoyLRpEDrHhYYrPcci1FbAE0CwgkJ86Qt9a4G6QuGEbywlOaB8pbfeVKF_KI2qGdekSlsdDe0bAC_Xje_XpMozzBN8uEerOXCJQFetoWu-d-O9h9qHsLWgPY63HZjHlSJ4og&key=GOOGLE_API_KEY
Sullivan's Steakhouse,"222 South 15th Street Ste 152 S, Omaha",(402) 342-0077,https://sullivanssteakhouse.com/omaha/,"bar, restaurant, food, point_of_interest, establishment",3,4.4,"Steakhouse chain serving beef, seafood & cocktails in swanky surrounds with live music.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ2Ku8CsgQ-2qnwZuumxEx_g8-qmqHbTcGmVhQp0i6PvjalvhExAuAocfaU2wdmrXR7OV4v7SMSFbN5HBxB76puVR2Q_VgLZlCAZ8kMR1clOrU4nDjwqV9usRcGw8r3rtOI6WEPmsEMOUfc8U0igPwTXdlchEiiIU_nKxF6PoCCKUY5sOggeGVpZHZrx-eVO3i9AlCovvjyZCpDFljSAxlgKBnuy3drWUduToZ75Fj4LTRytadM4Wrd2yhFr3LUqR318jjIf3IHOVV2U4ha-2ZCZspq0gW_UMZbFgnvw_vntbmLiQubqScYJcEx4oHp2nUTsOJ5cFCw&key=GOOGLE_API_KEY
The Max,"1417 Jackson Street, Omaha",(402) 346-4110,http://www.themaxomaha.com/,"night_club, bar, point_of_interest, establishment",1,3.5,"Drag shows, theme nights & more at this gay nightclub with a large dance floor & outdoor deck.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ3Tq_cFof_FU51Zlo9FNPE-fLFfxE7i9L4UkAYAvOw-AHlZgIHZqbPRKdAXzraa5BJvIf5NuF1CCKd8kTRCF4K7GFftHmyuK_O5EPW46jOBy5bfkCRdiBk3-3lvLGycOfsPeolUeoK9msgAPLXjUMu3DiMDlzgiga-j6lWasiyRv8B_fPcJ_BJAlpmVW_xQ3SHuQblstVW39DnaqrXjTQGvSAROs-gX9sDkaiUqRu8eDqsSWZaSKJ5DM0tSNhXfAb7TcXXR74VIs5dReRAfL8r3ka0DpA53-Tb6RQdbqjrEe_f8dJkvzSI1-qHywIRuiRsGLMklWEycKjsTjEBhsAn9-vA8LvFb-HizFPN6xio8Edrsmwh3-TUSYeetog8zSOvogdIIGOayLgViD97HbZ28bBTH4NNrhBcXia4TG-18xbakkJ7sUMd_pYgLOS3YQkklJKlgmLPJZUEukxPTK2rKItK6-PpQ_gMZnGRmWxv4zoZnrO1GZvlXxtnY5X94Jb1i1xuvAmVU-Xb1zJCHVUGNFIZG0UUHSHgoay3L_X1VosLFwGpt8cBVSpAxtjDPJi7VDgGujw3Vmk2yXlxaO4ifkcDrSZIC2gO6TrU3Qj4UDbkkfZ1vA9qv4g4vtTv4&key=GOOGLE_API_KEY
Olive Garden Italian Restaurant,"7505 Dodge Street, Omaha",(402) 393-8404,https://www.olivegarden.com/locations/ne/omaha/omaha-dodge-st/1302?cmpid=br:og_ag:ie_ch:loc_ca:OGGMB_sn:gmb_gt:omaha-ne-1302_pl:locurl_rd:1228,"meal_takeaway, bar, restaurant, food, point_of_interest, establishment",2,4.3,"Lively, family-friendly chain featuring Italian standards such as pastas & salads.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ3sdoA-uUXXwGMaXtD_HsK4sK5R2nZwDmSdXkd53FUImLzSOQKraDapeIPZajajXf6_LK-yuyktHWyq0r_5xr1VNpCcopO_Rlg2umd-5wGeQQGmZy24y8iT5eaTspsL-5h1reDFexkUT5HlUl4xp7yBI25hRkq3ucDbuKb69UY1PG1gjb8F8QbwZR9ngGGO-fIjuZRD3SxANWa3DLMBHF94Xir16qcapo8V44pMKHaHGXQcFujLcHlPQJPKRFeY5nVNP7k-utHeduosGxnKvTIQrLp9x_K7nDed8MVQ_li3lKvrkowWe05GKR3Uc2p0D8MCmesOZjYteSYwpmj9R4f79YZkLhbfsOpiuYB5zaRVW1tOBGTz02vXdnLbVdidSjSaOZd2NuSGDOeoqfEiJxq4Q78bWkJHKw1Nas3Sh0uxmycskMitzF92gmoFEbVMt6ibBfNktlaR-xpC1paLTRZitBICBZAMZBGxsIQYhizE8U0Bc8Y7gYvGolN_A2hu2FVCckmpt2jZlEIQKkClF4YBMbvu29PcM_5UuiegUAd70HXPKMCk77Rw1sm6RNL547gclMElC5GbpkC98_jB-Qlf1GPnP_pszDmym2T2XbyOE6x5ddmnMN4hUO4t3Y-k2x1Ex-ai&key=GOOGLE_API_KEY
Dinkers Bar and Grill,"2368 South 29th Street, Omaha",(402) 342-9742,N/A,"bar, restaurant, food, point_of_interest, establishment",1,4.6,"Local watering hole since 1965 featuring burgers, beer & dippable appetizers, plus plenty of TVs.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ3XrWz3OMkx8QYrEBeTuZaZjkioMnqvAlgiu2O_rNGU-fKARA4wvdDB-4I49pgIoY7gaH2DMTgZtCwQbcZzDazKxpeK2rf17qW5XMfWknKmZoCZ73XhhGPbSNXNoHTSmAV5HR3ZeEFqoahRMfg0OIOXYR8HXf1-MStBmRzfRkyr0euhiEhCqgPWb4TU31pd1L4nUiykVa9dsIlZSok6ByY4OeQeIUutKHZ-EXJ3S2pKsabPlWd3AcD2yDpW59Hjbr9S4H4OdBOxbjs-UCk_4Vgf_2XGyLiBZRhtUHVHxLZ98d35HxKlf9XK53j0OZum8EU040XDsA0oBvTfJz9ieZCC8Weo8wG45SkCSHN1aJGrF_d3viOqjd2tKra1dIlekAk0Dlh06o6F8cZQUFnZsMVh2Y5VxdrgOOCOvwI91CLOnnJtWTnT14CS54iQN8TY_NLpktW2q87dWrn8J5y0tmsl0T_Rnh-zOBbOi6f7aZzoWIx3RcbShnh2wXDE3gfhDLYh0svHaBqr4lNlY2vlUWKxv1GpDMmU2Cqxjn8gbqlMNwcyfb8RkEXzxMcDfbH4IEUdAV0f7ccIvRT5pxfIHoFlzr7LS8EbNQ6HjiPd17o0ujJCBxX0tZVKYtuPKSlsGHRjKJK6&key=GOOGLE_API_KEY
M's Pub,"422 South 11th Street, Omaha",(402) 342-2550,http://www.mspubomaha.com/,"restaurant, bar, food, point_of_interest, establishment",2,4.5,"New American hub with a marble bar serving creative & classic items in a modern, industrial setting.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ2-mH3QBmDupxzCo2oN1DiLcEre1dHmDrN7hJajCnW0jWvFGdhAcqDQDr_1SNLajagL335RVmO5AbLXJQafEh0Wu8vvtIoKLicE25Xr-uQfbajFkoDY021iD7Ato0_IhWI0ydbrQMJ6mYgfze7ZyvcjefBC1OZLjV_9cYOD8HRIvHWDFWXOYOCZ_S_Co7nNNz2NvSZtke7b6FHU6uCGCptWnbpnO44WMU0V-l6JSBOGTYFmQZeK0UHnj7_C0GyRUu3ITGLp2Yp1GSERBhduaa7KnGQfkSZTWgOXq8UZ7z27bsZutT9XAeQ5uTJDuz_nGSkCeySgtT2pZULy0l_izAxt-qkzB7BWH_FfUulTa-puVJ_d-x6lAeqdxmsYcGkX_vTKFqu4PZb2ljm_VBd886LLOy_XIE3d8nOLY5r4efcDS9da768TSbx44UtnyIB-tJ_xSMvw-Kz24RYoBdaoUOfwdWCmeNUdJzb-BkZwYF27-v1-X8Ser3xj5zrGkWv7g_xj7TwVdI-6ypMGY-KnLAMkU7ESG5dRDreE7ueswTXTZHUojP1e_VduVzvv0t9BfKN35Knw_AdR35gNV78pZ7W4Lj8XNPyLz0CZVU39byIWuYvsx0gUtATR9-l6YKN8_BzM_Q&key=GOOGLE_API_KEY
Dundee Dell,"5007 Underwood Avenue, Omaha",(402) 553-9501,http://dundeedell.com/,"restaurant, bar, food, point_of_interest, establishment",2,4.4,Elevated pub fare & a vast list of scotch & microbrews in an easygoing taproom.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ1fzkRkood7uJlgzQlCFitjJGQvfjF55K4fxueEl8oGyivt14e8JNs5XpDpU1xKlQEj_Ddo53a3bfCnEHnHlPgT2XZxgcIErHfgsJTdIgE-FeFxU5ZMymYG5WwR3svM9-creApueGOSE8ShtkA_uySuHvcwfzgajIZBws_1q9P2-kfaa7G1YLT4R91uexwTSCk4qhDclguNa0w_X-yOrCyd2V52JYlJvklrRbXId2yZ6OSjEeDwi8gH0hApNUaQIxPGkS-8PkH-fWyML8BXnH_2Erh-tTGtFejCH0j4khY0fwvbokNcpzKw5cPx0lIwhGFh0thz2FA&key=GOOGLE_API_KEY
Spezia,"3125 South 72nd Street, Omaha",(402) 391-2950,https://speziarestaurant.com/,"bar, restaurant, food, point_of_interest, establishment",3,4.6,"Sizable, modern pick with a patio offering Italian dishes plus wood-grilled entrees & Angus steaks.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ0T-oQfv0PVwzF-zJrL_8VFU72_FYiRlO-Ps-hogeTo07pzQr-nwUfaGZA5zKNTB0K7yPrGF9BxA7L9HuF1yV-KaDBBrYa7qXgy1Z59M1qkRUkEr47lw2yJX53JRVz0ouUTtk-7tGxWsEpgYVaRYyvT3_UX3bYmr3rqQKJEBq94Obt0AhFt3ZWTjq5yq603tY09iKj_gy7iQ77ORwXpaYQqDmVZn_vlOLxH57lSi1LeWNnrdUY2pZGNppZY9mQTnnEdYxGSRK2NXJAUMma_XbpbIgHFQUP7keD8uhqkfpVH_cGpTe1CLoxCkTdytjpkq5R_2fZfrQw&key=GOOGLE_API_KEY
Nicola's Italian Wine & Fare,"521 South 13th Street, Omaha",(402) 345-8466,http://www.nicolasomaha.com/,"bar, bakery, store, restaurant, food, point_of_interest, establishment",2,4.5,"Laid-back osteria featuring familiar pasta, meat & fish dishes plus a spacious outdoor garden.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ0tgvXyiPXAoicx1lOkIwiiAgSZ2-ebhWJBgH_IHSnhKDEcCb_yCK9Q2-Us4fvjhuUUv7Q7DDa9POF3goyv_1B6ZiDDe4OcR7ovGDhn1ioQgOxRcyXaot2SpcDETNwo3J4OWtmUgIudFEvX5D5ZU2i6hPCfI2GJCD_cPXWNCgIkpVDCb4gMWPtDJnALjziuqq4TS8dnL5tDtngrgPtTn843dYgHQr2teCWF4Nl9gTD0G_rEsOJ0sO4KpyiiwXnnBUe5KYMHZMZZbHrOXid4nPTd-EsuDxIL7zWqLnViApSJulV0NhxYTUytxaSDFlvgYNCqssyUwaNASEhZHjRd5XdJo4N4HPEE81BFyVE-xm9VFDSzcnO2mtPtnSiFossMfaHg-UHG_EvN-Q7vrUH4K7uou2kVi5L6aaGXdI2JKjW1ymJh_d90vWxryW9BLBzXWrHHR-gMBd5vztE68_PKG9BgOadPqAivbL2rfc3ovbP0pKmd_cCMWhG43CMonEPyeMJ5H1fSd_uFjDhG8Mn4FTvu0XDrtpF8KIeLbADj_sSomyqH6D-CZiUuSTanx8si1BrQ2WXd6FcA0WA1Rr6RB6HVL4nfqkPnRVC2mlyC6IfUOWaZzTKrZvYfVTgBLv6ejh85yg&key=GOOGLE_API_KEY
Buffalo Wild Wings,"205 North 76th Street, Omaha",(402) 343-9464,https://www.buffalowildwings.com/locations/us/ne/omaha/205-n-76th-st/sports-bar-24?utm_source=google%20my%20business&utm_medium=organic&utm_campaign=website%20link,"meal_takeaway, bar, restaurant, food, point_of_interest, establishment",2,3.5,"Chain dishing up wings, tenders & burgers, plus sauces ranging from sweet to very spicy.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ2-oTuo-P3L_Y-aEh1vvfxT5O4pJFz3NbJLqRs8zq6DoLqX6iBegel00h-hFY1-oAHauixMNLZ-f_miz401o-JdeCQFtMEO4t3i_-rCgZwgJz1wCQM4DxZzSSCFDoz4ETsq20tIfpu5YtD1Z-y9tq0D2dVyutHYkJIsGoyC42oU0XNHmeytZrvq0odY-Ypd3Sjb009M4IcxpjrEsGYTvIBUoyB8jzxfLnyx4tikD3qAURAaMnbxsttj7pdX45O4sO1icCqX5z7pOeSpU2wdAexzZUlpynYy4NZAoyDEWxy6bi-mqZFh9LoWezRxgPn8ZAicTMpWMHFhgnfHo1-Yi7PtkZP-s2Ka5_apHQ-eoj5cfJxC_alRIfN8DTj7HH__ZJY3yqi-0_B_yuzP8pGpS-Y7uYQm28FwOXSJi6-Wko8NJeosNV_b7C_3n-amHvu3p8W7d1quHHvkkZzfFbA0D1N2hD9-5jZXWaRq_ZE7e6FtqZz_avJe9sIAY6JsDX-HdAgmkmLy99r5tKgikTc1Gxv7OnbIhpB4FkzG67Oam08MhuGwX9vGXj194Y-ouJiiz6GsnX0R9RnRMao_ocqx6yJFX4psFcbau5kqs5sZlSsJ3e4qlnLyYn6GcFcQEHb8x9ay29cW&key=GOOGLE_API_KEY
The Homy Inn,"1510 North Saddle Creek Road, Omaha",(402) 554-5815,http://www.homyinn.com/,"bar, point_of_interest, establishment",1,4.6,Veteran hangout serving champagne & sangria on tap amid vintage newspapers & memorabilia.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ1Opg6ArTMTQ41jVVaXJc71Hi7yUnZDSM5PD9_GenoYZDQeNZApfFQ2luRh1RiMe-1KM43k9Ty4DlGIu6zDRRR-wAAz0dkEAOaDw-gLkzZwijoJM9bbWGmG4Zd5keVdU8H2kTmAHS3feLwPBOnlfpumsVRDpgsJr8XDXsGclzLuLf9AviCq_hfwo2RpwbiFzj1qNVs-0YYv56Vw_VKln_IzssHoFX4sg2E4SUixpHADhVxQiim7DJ1EbhZqlFwdPp3D4V5-l4W9XpFY0Y345UiINjhXGqyTvtJgsWiqNQYHBMeGKHCCC84-H00il3KL4E8hSyQGgDQ&key=GOOGLE_API_KEY
Blatt Beer & Table,"610 North 12th Street, Omaha",(402) 718-8822,http://www.blattbeer.com/,"bar, restaurant, food, point_of_interest, establishment",2,4.4,"Easygoing watering hole for elevated bar bites, on-tap craft brews & a seasonal rooftop beer garden.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ11gVCsnEoYJOjI9JmzeFjYkOnOkyhnIJxUzC2RcA_AbcIjRALtiti0XpWtaNYBfpUTM5c7b8axXYhiDSiYhRNlH-8E95vXqDPC9I4AFjZR-T30T4fbarK4rEHdzqtU2WTJW2aKr4cF1Sg0SBixK6Sio6AnCutOlq2L5W8VoxawKRu8vM613stQKjgBOmhZ5lmaxrXvSfA47XGvPNEdOAGYb4ogyRCD9tWYESFyZ4XONfZjcjv-18qPQqQVjGtMvbqFgvERjCxWpxJRRK2mYcZDYDAd07RVSyEyJ26EaWwsdcCgC_nv55tTTX6YagfEG2uF8XJAqkk&key=GOOGLE_API_KEY
Hookah 402,"312 South 72nd Street, Omaha",(531) 239-4843,N/A,"night_club, bar, store, point_of_interest, establishment",N/A,4.6,No description available,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photo_reference=AUy1YQ30VE4MfR5TQqJiMcnLigmM3SuJHBWgWUkBdsrB4bk_8a2oIxfiBnGzXhhv4z8yDUa4U338H12y0iRxK1guxicXQBJR4U8BHQ-3FN99ANIbf_KzUC1vg-TEjjCV3QWGuU2TOrH0IwsI4Gs7gzWbTnWYxUV_aZyX5SG1xQVCm6iJhPEA_tdcgGqPslQ5yde4KNPX1THy1mmUGDzkAu7wuV-veVRzsK_iIKDLNDhOzgwjM50D6eh9ENKlOf2fCYQohaxPhZKtOTPOaLW7kO_V4_Ov3QI36EK_mAqYwyziZDO09_HLOM_BJDafLub4WgGK0xwoBq19Ua8&key=GOOGLE_API_KEY
